state_code,district_code,district_name,area_type,age_group,total_population,total_males,total_females,illiterate_population,illiterate_males,illiterate_females,literate_population,literate_males,literate_females
11,243,south district,Rural,25-29,11931,6162,5769,1166,451,715,10765,5711,5054
11,243,south district,Rural,30-34,9788,5182,4606,1380,459,921,8408,4723,3685
11,243,south district,Rural,35-39,8336,4293,4043,1764,540,1224,6572,3753,2819
11,243,south district,Rural,40-44,7041,3845,3196,2133,639,1494,4908,3206,1702
11,243,south district,Rural,45-49,5847,3111,2736,2402,804,1598,3445,2307,1138
11,243,south district,Rural,50-54,5036,2816,2220,2436,916,1520,2600,1900,700
11,243,south district,Rural,55-59,3715,2086,1629,1986,746,1240,1729,1340,389
11,243,south district,Rural,60-64,3173,1768,1405,1842,741,1101,1331,1027,304
11,243,south district,Rural,65-69,2519,1366,1153,1582,640,942,937,726,211
11,243,south district,Rural,70-74,1812,1055,757,1196,536,660,616,519,97
11,243,south district,Rural,75-79,1094,627,467,769,343,426,325,284,41
11,243,south district,Rural,80+,1112,612,500,774,353,421,338,259,79
11,243,south district,Rural,Age not stated,506,279,227,131,67,64,375,212,163
11,243,south district,Urban,All ages,21199,10822,10377,4224,1804,2420,16975,9018,7957
11,243,south district,Urban,0-6,2008,1039,969,2008,1039,969,0,0,0
11,243,south district,Urban,7,364,178,186,69,34,35,295,144,151
11,243,south district,Urban,8,355,189,166,30,16,14,325,173,152
11,243,south district,Urban,9,406,200,206,32,12,20,374,188,186
11,243,south district,Urban,10,423,215,208,35,16,19,388,199,189
11,243,south district,Urban,11,428,212,216,28,12,16,400,200,200
11,243,south district,Urban,12,439,226,213,14,4,10,425,222,203
11,243,south district,Urban,13,480,265,215,24,10,14,456,255,201
11,243,south district,Urban,14,460,230,230,16,2,14,444,228,216
11,243,south district,Urban,15,461,222,239,25,9,16,436,213,223
11,243,south district,Urban,16,446,226,220,19,7,12,427,219,208
11,243,south district,Urban,17,487,238,249,22,7,15,465,231,234
11,243,south district,Urban,18,486,248,238,27,17,10,459,231,228
11,243,south district,Urban,19,445,252,193,21,10,11,424,242,182
11,243,south district,Urban,20-24,2348,1156,1192,141,58,83,2207,1098,1109
11,243,south district,Urban,25-29,2274,1074,1200,156,61,95,2118,1013,1105
11,243,south district,Urban,30-34,1992,972,1020,153,49,104,1839,923,916
11,243,south district,Urban,35-39,1703,839,864,189,52,137,1514,787,727
11,243,south district,Urban,40-44,1440,750,690,248,85,163,1192,665,527
11,243,south district,Urban,45-49,1171,658,513,214,81,133,957,577,380
11,243,south district,Urban,50-54,894,500,394,183,53,130,711,447,264
11,243,south district,Urban,55-59,599,350,249,150,44,106,449,306,143
11,243,south district,Urban,60-64,400,215,185,127,29,98,273,186,87
11,243,south district,Urban,65-69,269,151,118,103,33,70,166,118,48
11,243,south district,Urban,70-74,148,80,68,61,19,42,87,61,26
11,243,south district,Urban,75-79,103,54,49,59,22,37,44,32,12
11,243,south district,Urban,80+,108,52,56,58,18,40,50,34,16
11,243,south district,Urban,Age not stated,62,31,31,12,5,7,50,26,24
11,244,east district,Total,All ages,283583,151432,132151,69254,30087,39167,214329,121345,92984
11,244,east district,Total,0-6,27984,14277,13707,27984,14277,13707,0,0,0
11,244,east district,Total,7,4803,2444,2359,998,521,477,3805,1923,1882
11,244,east district,Total,8,4687,2376,2311,476,247,229,4211,2129,2082
11,244,east district,Total,9,5050,2523,2527,541,270,271,4509,2253,2256
11,244,east district,Total,10,5666,2920,2746,466,215,251,5200,2705,2495
11,244,east district,Total,11,5663,2936,2727,283,150,133,5380,2786,2594
11,244,east district,Total,12,5612,2833,2779,238,119,119,5374,2714,2660
11,244,east district,Total,13,5607,2817,2790,220,102,118,5387,2715,2672
11,244,east district,Total,14,5723,2877,2846,262,110,152,5461,2767,2694
11,244,east district,Total,15,5872,2896,2976,322,131,191,5550,2765,2785
11,244,east district,Total,16,5950,2912,3038,320,140,180,5630,2772,2858
11,244,east district,Total,17,5941,3079,2862,307,141,166,5634,2938,2696
11,244,east district,Total,18,6472,3324,3148,384,176,208,6088,3148,2940
11,244,east district,Total,19,5913,2980,2933,291,131,160,5622,2849,2773
11,244,east district,Total,20-24,32149,16768,15381,1855,818,1037,30294,15950,14344
11,244,east district,Total,25-29,32428,17850,14578,2471,980,1491,29957,16870,13087
11,244,east district,Total,30-34,26281,14747,11534,2701,933,1768,23580,13814,9766
11,244,east district,Total,35-39,21716,11907,9809,3280,1036,2244,18436,10871,7565
11,244,east district,Total,40-44,18025,10049,7976,3823,1198,2625,14202,8851,5351
11,244,east district,Total,45-49,14332,7924,6408,4130,1315,2815,10202,6609,3593
11,244,east district,Total,50-54,11522,6448,5074,4084,1480,2604,7438,4968,2470
11,244,east district,Total,55-59,8113,4648,3465,3294,1221,2073,4819,3427,1392
11,244,east district,Total,60-64,5760,3190,2570,3023,1207,1816,2737,1983,754
11,244,east district,Total,65-69,4681,2438,2243,2688,1019,1669,1993,1419,574
11,244,east district,Total,70-74,3314,1864,1450,2095,907,1188,1219,957,262
11,244,east district,Total,75-79,1981,1119,862,1324,621,703,657,498,159
11,244,east district,Total,80+,2085,1140,945,1340,596,744,745,544,201
11,244,east district,Total,Age not stated,253,146,107,54,26,28,199,120,79
11,244,east district,Rural,All ages,161096,87147,73949,45205,19646,25559,115891,67501,48390
11,244,east district,Rural,0-6,16223,8199,8024,16223,8199,8024,0,0,0
11,244,east district,Rural,7,2868,1466,1402,646,345,301,2222,1121,1101
11,244,east district,Rural,8,2779,1424,1355,353,186,167,2426,1238,1188
11,244,east district,Rural,9,3072,1542,1530,375,188,187,2697,1354,1343
11,244,east district,Rural,10,3401,1767,1634,290,135,155,3111,1632,1479
11,244,east district,Rural,11,3445,1819,1626,197,104,93,3248,1715,1533
11,244,east district,Rural,12,3335,1725,1610,145,79,66,3190,1646,1544
11,244,east district,Rural,13,3350,1721,1629,127,71,56,3223,1650,1573
11,244,east district,Rural,14,3427,1714,1713,155,78,77,3272,1636,1636
11,244,east district,Rural,15,3451,1745,1706,174,82,92,3277,1663,1614
11,244,east district,Rural,16,3469,1713,1756,173,93,80,3296,1620,1676
11,244,east district,Rural,17,3468,1823,1645,166,97,69,3302,1726,1576
11,244,east district,Rural,18,3733,1949,1784,230,121,109,3503,1828,1675
11,244,east district,Rural,19,3399,1720,1679,169,79,90,3230,1641,1589
11,244,east district,Rural,20-24,18091,9618,8473,1133,514,619,16958,9104,7854
11,244,east district,Rural,25-29,17706,10174,7532,1608,681,927,16098,9493,6605
11,244,east district,Rural,30-34,14271,8373,5898,1772,642,1130,12499,7731,4768
11,244,east district,Rural,35-39,11442,6340,5102,2222,693,1529,9220,5647,3573
11,244,east district,Rural,40-44,9620,5358,4262,2721,811,1910,6899,4547,2352
11,244,east district,Rural,45-49,7620,4149,3471,2931,925,2006,4689,3224,1465
11,244,east district,Rural,50-54,6431,3571,2860,3038,1110,1928,3393,2461,932
11,244,east district,Rural,55-59,4635,2633,2002,2439,955,1484,2196,1678,518
11,244,east district,Rural,60-64,3618,1999,1619,2245,917,1328,1373,1082,291
11,244,east district,Rural,65-69,3109,1638,1471,2068,810,1258,1041,828,213
11,244,east district,Rural,70-74,2265,1314,951,1605,753,852,660,561,99
11,244,east district,Rural,75-79,1343,787,556,985,490,495,358,297,61
11,244,east district,Rural,80+,1384,790,594,981,472,509,403,318,85
11,244,east district,Rural,Age not stated,141,76,65,34,16,18,107,60,47
11,244,east district,Urban,All ages,122487,64285,58202,24049,10441,13608,98438,53844,44594
11,244,east district,Urban,0-6,11761,6078,5683,11761,6078,5683,0,0,0
11,244,east district,Urban,7,1935,978,957,352,176,176,1583,802,781
11,244,east district,Urban,8,1908,952,956,123,61,62,1785,891,894
11,244,east district,Urban,9,1978,981,997,166,82,84,1812,899,913
11,244,east district,Urban,10,2265,1153,1112,176,80,96,2089,1073,1016
11,244,east district,Urban,11,2218,1117,1101,86,46,40,2132,1071,1061
11,244,east district,Urban,12,2277,1108,1169,93,40,53,2184,1068,1116
11,244,east district,Urban,13,2257,1096,1161,93,31,62,2164,1065,1099
11,244,east district,Urban,14,2296,1163,1133,107,32,75,2189,1131,1058
11,244,east district,Urban,15,2421,1151,1270,148,49,99,2273,1102,1171
11,244,east district,Urban,16,2481,1199,1282,147,47,100,2334,1152,1182
11,244,east district,Urban,17,2473,1256,1217,141,44,97,2332,1212,1120
11,244,east district,Urban,18,2739,1375,1364,154,55,99,2585,1320,1265
11,244,east district,Urban,19,2514,1260,1254,122,52,70,2392,1208,1184
11,244,east district,Urban,20-24,14058,7150,6908,722,304,418,13336,6846,6490
11,244,east district,Urban,25-29,14722,7676,7046,863,299,564,13859,7377,6482
11,244,east district,Urban,30-34,12010,6374,5636,929,291,638,11081,6083,4998
11,244,east district,Urban,35-39,10274,5567,4707,1058,343,715,9216,5224,3992
11,244,east district,Urban,40-44,8405,4691,3714,1102,387,715,7303,4304,2999
11,244,east district,Urban,45-49,6712,3775,2937,1199,390,809,5513,3385,2128
11,244,east district,Urban,50-54,5091,2877,2214,1046,370,676,4045,2507,1538
11,244,east district,Urban,55-59,3478,2015,1463,855,266,589,2623,1749,874
11,244,east district,Urban,60-64,2142,1191,951,778,290,488,1364,901,463
11,244,east district,Urban,65-69,1572,800,772,620,209,411,952,591,361
11,244,east district,Urban,70-74,1049,550,499,490,154,336,559,396,163
11,244,east district,Urban,75-79,638,332,306,339,131,208,299,201,98
11,244,east district,Urban,80+,701,350,351,359,124,235,342,226,116
11,244,east district,Urban,Age not stated,112,70,42,20,10,10,92,60,32
32,588,kasaragod,Total,All ages,1307375,628613,678762,269883,112137,157746,1037492,516476,521016
32,588,kasaragod,Total,0-6,155807,79460,76347,155807,79460,76347,0,0,0
32,588,kasaragod,Total,7,21880,11257,10623,3465,1807,1658,18415,9450,8965
32,588,kasaragod,Total,8,20557,10379,10178,742,378,364,19815,10001,9814
32,588,kasaragod,Total,9,22581,11629,10952,590,312,278,21991,11317,10674
32,588,kasaragod,Total,10,25323,13009,12314,771,382,389,24552,12627,11925
32,588,kasaragod,Total,11,24425,12449,11976,408,221,187,24017,12228,11789
32,588,kasaragod,Total,12,23099,11805,11294,190,90,100,22909,11715,11194
32,588,kasaragod,Total,13,25405,12889,12516,193,99,94,25212,12790,12422
32,588,kasaragod,Total,14,23619,12189,11430,200,112,88,23419,12077,11342
32,588,kasaragod,Total,15,22922,11564,11358,190,91,99,22732,11473,11259
32,588,kasaragod,Total,16,22139,11154,10985,179,81,98,21960,11073,10887
32,588,kasaragod,Total,17,22855,11583,11272,161,78,83,22694,11505,11189
32,588,kasaragod,Total,18,23773,12083,11690,229,93,136,23544,11990,11554
32,588,kasaragod,Total,19,22784,11381,11403,201,101,100,22583,11280,11303
32,588,kasaragod,Total,20-24,117636,55642,61994,1484,634,850,116152,55008,61144
32,588,kasaragod,Total,25-29,113958,51448,62510,2203,824,1379,111755,50624,61131
32,588,kasaragod,Total,30-34,102124,46516,55608,3170,1007,2163,98954,45509,53445
32,588,kasaragod,Total,35-39,99852,45539,54313,5924,1524,4400,93928,44015,49913
32,588,kasaragod,Total,40-44,85207,39985,45222,7807,1956,5851,77400,38029,39371
32,588,kasaragod,Total,45-49,82700,39615,43085,11746,3145,8601,70954,36470,34484
32,588,kasaragod,Total,50-54,64216,31483,32733,11447,2959,8488,52769,28524,24245
32,588,kasaragod,Total,55-59,54945,27166,27779,12482,3174,9308,42463,23992,18471
32,588,kasaragod,Total,60-64,44336,21606,22730,13370,3618,9752,30966,17988,12978
32,588,kasaragod,Total,65-69,32464,14340,18124,12490,3256,9234,19974,11084,8890
32,588,kasaragod,Total,70-74,22162,9802,12360,9505,2582,6923,12657,7220,5437
32,588,kasaragod,Total,75-79,14054,5958,8096,6503,1823,4680,7551,4135,3416
32,588,kasaragod,Total,80+,14798,5745,9053,7889,2071,5818,6909,3674,3235
32,588,kasaragod,Total,Age not stated,1754,937,817,537,259,278,1217,678,539
32,588,kasaragod,Rural,All ages,798328,387716,410612,170296,70026,100270,628032,317690,310342
32,588,kasaragod,Rural,0-6,91832,46719,45113,91832,46719,45113,0,0,0
32,588,kasaragod,Rural,7,13313,6881,6432,2193,1145,1048,11120,5736,5384
32,588,kasaragod,Rural,8,12142,6122,6020,429,222,207,11713,5900,5813
32,588,kasaragod,Rural,9,13712,7097,6615,405,217,188,13307,6880,6427
32,588,kasaragod,Rural,10,15396,7855,7541,527,257,270,14869,7598,7271
32,588,kasaragod,Rural,11,14991,7668,7323,267,151,116,14724,7517,7207
32,588,kasaragod,Rural,12,14140,7217,6923,117,55,62,14023,7162,6861
32,588,kasaragod,Rural,13,15499,7851,7648,117,59,58,15382,7792,7590
32,588,kasaragod,Rural,14,14400,7417,6983,128,73,55,14272,7344,6928
32,588,kasaragod,Rural,15,14004,7074,6930,110,45,65,13894,7029,6865
32,588,kasaragod,Rural,16,13512,6833,6679,101,46,55,13411,6787,6624
32,588,kasaragod,Rural,17,13788,7030,6758,97,48,49,13691,6982,6709
32,588,kasaragod,Rural,18,14332,7338,6994,135,56,79,14197,7282,6915
32,588,kasaragod,Rural,19,13675,6962,6713,127,63,64,13548,6899,6649
32,588,kasaragod,Rural,20-24,71161,34345,36816,966,420,546,70195,33925,36270
32,588,kasaragod,Rural,25-29,70247,32364,37883,1565,565,1000,68682,31799,36883
32,588,kasaragod,Rural,30-34,62015,28754,33261,2261,678,1583,59754,28076,31678
32,588,kasaragod,Rural,35-39,61669,28447,33222,4466,1126,3340,57203,27321,29882
32,588,kasaragod,Rural,40-44,52712,24974,27738,5742,1398,4344,46970,23576,23394
32,588,kasaragod,Rural,45-49,51925,25247,26678,8637,2377,6260,43288,22870,20418
32,588,kasaragod,Rural,50-54,39819,19811,20008,8073,2186,5887,31746,17625,14121
32,588,kasaragod,Rural,55-59,33841,16856,16985,8613,2311,6302,25228,14545,10683
32,588,kasaragod,Rural,60-64,26928,13258,13670,8898,2564,6334,18030,10694,7336
32,588,kasaragod,Rural,65-69,20099,8986,11113,8394,2382,6012,11705,6604,5101
32,588,kasaragod,Rural,70-74,13800,6275,7525,6337,1869,4468,7463,4406,3057
32,588,kasaragod,Rural,75-79,8936,3932,5004,4352,1342,3010,4584,2590,1994
32,588,kasaragod,Rural,80+,9649,3980,5669,5198,1559,3639,4451,2421,2030
32,588,kasaragod,Rural,Age not stated,791,423,368,209,93,116,582,330,252
32,588,kasaragod,Urban,All ages,509047,240897,268150,99587,42111,57476,409460,198786,210674
32,588,kasaragod,Urban,0-6,63975,32741,31234,63975,32741,31234,0,0,0
32,588,kasaragod,Urban,7,8567,4376,4191,1272,662,610,7295,3714,3581
32,588,kasaragod,Urban,8,8415,4257,4158,313,156,157,8102,4101,4001
32,588,kasaragod,Urban,9,8869,4532,4337,185,95,90,8684,4437,4247
32,588,kasaragod,Urban,10,9927,5154,4773,244,125,119,9683,5029,4654
32,588,kasaragod,Urban,11,9434,4781,4653,141,70,71,9293,4711,4582
32,588,kasaragod,Urban,12,8959,4588,4371,73,35,38,8886,4553,4333
32,588,kasaragod,Urban,13,9906,5038,4868,76,40,36,9830,4998,4832
32,588,kasaragod,Urban,14,9219,4772,4447,72,39,33,9147,4733,4414
32,588,kasaragod,Urban,15,8918,4490,4428,80,46,34,8838,4444,4394
32,588,kasaragod,Urban,16,8627,4321,4306,78,35,43,8549,4286,4263
32,588,kasaragod,Urban,17,9067,4553,4514,64,30,34,9003,4523,4480
32,588,kasaragod,Urban,18,9441,4745,4696,94,37,57,9347,4708,4639
32,588,kasaragod,Urban,19,9109,4419,4690,74,38,36,9035,4381,4654
32,588,kasaragod,Urban,20-24,46475,21297,25178,518,214,304,45957,21083,24874
32,588,kasaragod,Urban,25-29,43711,19084,24627,638,259,379,43073,18825,24248
32,588,kasaragod,Urban,30-34,40109,17762,22347,909,329,580,39200,17433,21767
32,588,kasaragod,Urban,35-39,38183,17092,21091,1458,398,1060,36725,16694,20031
32,588,kasaragod,Urban,40-44,32495,15011,17484,2065,558,1507,30430,14453,15977
32,588,kasaragod,Urban,45-49,30775,14368,16407,3109,768,2341,27666,13600,14066
32,588,kasaragod,Urban,50-54,24397,11672,12725,3374,773,2601,21023,10899,10124
32,588,kasaragod,Urban,55-59,21104,10310,10794,3869,863,3006,17235,9447,7788
32,588,kasaragod,Urban,60-64,17408,8348,9060,4472,1054,3418,12936,7294,5642
32,588,kasaragod,Urban,65-69,12365,5354,7011,4096,874,3222,8269,4480,3789
32,588,kasaragod,Urban,70-74,8362,3527,4835,3168,713,2455,5194,2814,2380
32,588,kasaragod,Urban,75-79,5118,2026,3092,2151,481,1670,2967,1545,1422
32,588,kasaragod,Urban,80+,5149,1765,3384,2691,512,2179,2458,1253,1205
32,588,kasaragod,Urban,Age not stated,963,514,449,328,166,162,635,348,287
32,589,kannur,Total,All ages,2523003,1181446,1341557,384569,168490,216079,2138434,1012956,1125478
32,589,kannur,Total,0-6,274318,139159,135159,274318,139159,135159,0,0,0
32,589,kannur,Total,7,38153,19509,18644,5131,2660,2471,33022,16849,16173
32,589,kannur,Total,8,35315,17959,17356,946,488,458,34369,17471,16898
32,589,kannur,Total,9,38637,19411,19226,892,439,453,37745,18972,18773
32,589,kannur,Total,10,44152,22625,21527,1421,739,682,42731,21886,20845
32,589,kannur,Total,11,41868,21500,20368,771,405,366,41097,21095,20002
32,589,kannur,Total,12,39128,20060,19068,330,176,154,38798,19884,18914
32,589,kannur,Total,13,42093,21208,20885,325,158,167,41768,21050,20718
32,589,kannur,Total,14,40747,20833,19914,302,147,155,40445,20686,19759
32,589,kannur,Total,15,40076,20403,19673,351,176,175,39725,20227,19498
32,589,kannur,Total,16,38904,19686,19218,287,149,138,38617,19537,19080
32,589,kannur,Total,17,39165,19886,19279,250,111,139,38915,19775,19140
32,589,kannur,Total,18,39372,19948,19424,354,180,174,39018,19768,19250
32,589,kannur,Total,19,37983,19303,18680,324,184,140,37659,19119,18540
32,589,kannur,Total,20-24,199663,94983,104680,2137,1100,1037,197526,93883,103643
32,589,kannur,Total,25-29,197603,86704,110899,2434,1214,1220,195169,85490,109679
32,589,kannur,Total,30-34,195261,85303,109958,2509,1105,1404,192752,84198,108554
32,589,kannur,Total,35-39,194385,84138,110247,3317,1265,2052,191068,82873,108195
32,589,kannur,Total,40-44,179536,80011,99525,4335,1391,2944,175201,78620,96581
32,589,kannur,Total,45-49,172802,78840,93962,6665,1826,4839,166137,77014,89123
32,589,kannur,Total,50-54,142427,66823,75604,7972,1842,6130,134455,64981,69474
32,589,kannur,Total,55-59,129416,62516,66900,9901,2126,7775,119515,60390,59125
32,589,kannur,Total,60-64,108136,51107,57029,12038,2390,9648,96098,48717,47381
32,589,kannur,Total,65-69,73238,32424,40814,11951,2158,9793,61287,30266,31021
32,589,kannur,Total,70-74,55799,24181,31618,11564,2097,9467,44235,22084,22151
32,589,kannur,Total,75-79,38295,15248,23047,9493,1729,7764,28802,13519,15283
32,589,kannur,Total,80+,40770,14743,26027,12416,2175,10241,28354,12568,15786
32,589,kannur,Total,Age not stated,5761,2935,2826,1835,901,934,3926,2034,1892
32,589,kannur,Rural,All ages,882017,425682,456335,145050,62652,82398,736967,363030,373937
32,589,kannur,Rural,0-6,95223,48428,46795,95223,48428,46795,0,0,0
32,589,kannur,Rural,7,13121,6700,6421,1955,1060,895,11166,5640,5526
32,589,kannur,Rural,8,12305,6210,6095,355,183,172,11950,6027,5923
32,589,kannur,Rural,9,13828,6878,6950,353,176,177,13475,6702,6773
32,589,kannur,Rural,10,15600,8055,7545,562,287,275,15038,7768,7270
32,589,kannur,Rural,11,14886,7690,7196,286,141,145,14600,7549,7051
32,589,kannur,Rural,12,14126,7254,6872,148,74,74,13978,7180,6798
32,589,kannur,Rural,13,15257,7708,7549,139,70,69,15118,7638,7480
32,589,kannur,Rural,14,14685,7500,7185,123,58,65,14562,7442,7120
32,589,kannur,Rural,15,14345,7217,7128,133,64,69,14212,7153,7059
32,589,kannur,Rural,16,14015,7050,6965,110,55,55,13905,6995,6910
32,589,kannur,Rural,17,13811,6970,6841,97,45,52,13714,6925,6789
